StockCode,month,monthly_sales
23242,10,123
21349,10,5
90214K,10,1
22498,10,15
21355,10,9
20802,10,10
75178,10,10
70006,10,97
23382,10,819
20652,10,12
46776f,10,7
22379,11,390
23209,11,1620
22355,11,2089
22655,11,1
23033,11,158
23473,11,348
20661,11,5
21207,11,64
23064,11,92
21383,11,55
23235,11,9
23152,11,35
22342,11,62
71510,8,2
22509,8,3
21240,9,117
21880,9,165
23066,9,41
21770,9,219
22708,9,225
22278,9,39
23122,9,92
22754,9,84
22263,9,4
21948,9,18
20802,9,36
35815P,9,147
35598A,9,8
22379,10,979
22089,10,18
21891,10,808
22026,10,108
22049,10,375
22807,10,43
22385,10,470
20838,10,46
85036C,10,217
90201C,10,1
22354,10,48
46000R,10,17
23012,11,208
22362,11,27
47590A,11,125
20973,11,1650
84519A,11,103
46776F,11,38
90176D,11,1
21913,11,25
20668,9,320
21903,9,91
22936,9,6
22795,9,202
21469,9,9
21014,9,285
20846,9,28
90129C,9,3
21676,9,22
44089A,9,2
22740,9,178
85204,10,500
21224,10,120
22667,10,219
22383,10,681
22178,10,3319
22419,10,367
22446,10,64
22962,10,265
23538,10,306
20867,10,7
22287,10,147
84974,10,6
84510c,10,2
23434,11,887
23323,11,535
22964,11,276
23574,11,5
22691,11,35
23536,11,147
21832,11,173
84580,11,71
23104,11,47
21458,8,1
22978,9,870
22372,9,33
40001,9,116
22972,9,80
22543,9,52
21071,9,114
22990,9,25
22068,9,20
90212C,9,3
23222,9,277
84952A,9,7
21689,9,3
22423,10,1027
23426,10,385
22952,10,3778
21989,10,169
23174,10,140
23051,10,13
22156,10,185
21912,10,138
22277,10,127
23238,10,163
22912,10,9
21819,10,486
84580,10,56
22395,10,8
21793,10,51
22649,10,44
20670,10,1
20847,10,1
22264,10,1
23546,11,675
85071A,11,149
23291,11,200
22367,11,672
21212,11,2625
71279,11,-56
22635,11,11
21259,11,109
16045,11,1000
21439,11,186
82494l,8,1
47481,8,12
22699,9,973
23227,9,212
22646,9,308
20764,9,11
90082A,9,1
22106,9,8
85173,9,29
72131,9,2
23023,9,68
23507,9,284
90056,9,1
20756,9,1
90003B,9,4
22210,10,70
22554,10,792
84032A,10,92
85049E,10,617
21264,10,16
22668,10,136
23416,10,17
22916,10,93
23052,10,16
23211,10,553
22214,10,4
22232,10,106
22223,10,10
22860,10,3
21106,10,28
21063,10,35
23173,11,115
23321,11,1396
22809,11,457
23121,11,260
22231,11,44
82581,11,309
21749,11,18
51014C,11,837
71496B,11,1
84536B,11,159
84988,11,543
21084,11,92
84012,11,386
21708,11,12
84992,9,1430
20679,11,159
22870,8,5
20723,9,1105
23432,9,820
17084N,9,147
84997A,9,198
23336,9,70
85116,9,37
90195A,9,1
22671,9,43
22047,9,250
90038A,9,6
21520,9,36
84974,9,1
90059F,9,6
21946,9,2
22186,10,242
22094,10,175
84029G,10,234
23074,10,110
23380,10,529
22063,10,13
23346,10,638
22124,10,16
16238,10,99
23057,10,149
22965,10,95
22571,10,514
23536,10,450
71270,10,49
21030,10,4
23028,10,46
21371,10,10
90210D,10,-18
22448,10,22
85179A,10,35
35916B,10,1
22554,11,1149
22113,11,682
22976,11,86
23220,11,365
21623,11,174
22980,11,122
22431,11,130
22851,11,203
22099,11,125
22075,11,345
21688,11,31
48188,11,40
21875,11,84
23057,8,7
35651,8,12
84804B,8,24
84568,9,1550
85099C,9,1581
85230A,9,96
22726,9,675
22185,9,87
22874,9,3
90129A,9,5
22604,9,14
21715,9,36
23073,9,15
15056bl,9,8
85049g,9,11
22221,9,3
21865,9,5
35597A,9,-14
85035A,10,95
23510,10,1032
23377,10,424
22720,10,559
23006,10,150
23345,10,558
23157,10,864
85116,10,10
21638,10,10
90204,10,-3
22742,10,51
85130B,10,56
85169A,10,11
22254,10,11
22503,10,4
21382,10,87
35600A,10,1
84970S,11,441
22687,11,60
23035,11,397
22571,11,665
21327,11,176
84832,11,625
21291,11,99
22688,11,27
84665,11,-11
20766,10,16
20898,11,-10
79062D,8,12
21067,8,-23
84836,9,527
22869,9,4
22297,9,281
22078,9,146
21110,9,36
22097,9,112
21775,9,31
21917,9,647
22737,9,212
21222,9,22
21991,9,56
72802B,9,22
84806A,9,2
23109,9,237
17012D,9,43
20652,9,9
22879,9,4
22228,9,20
17012C,9,11
21331,9,1
22312,9,28
84952B,9,6
47369B,9,1
85099C,10,984
22805,10,193
85048,10,171
22332,10,130
23286,10,172
84509C,10,10
20981,10,133
90205A,10,1
21576,10,28
90000A,10,2
23474,10,42
22038,10,25
23283,11,99
84279P,11,24
23469,11,98
22545,11,48
21172,11,438
84406B,11,79
21494,8,103
44234,8,48
21062,8,36
90030A,8,6
22454,8,2
23296,9,719
22481,9,44
22624,9,230
23201,9,1719
21062,9,64
22371,9,83
18094C,9,-45
21200,9,170
22082,9,319
85208,9,8
22485,9,54
22691,9,137
22547,9,33
22761,9,1
35095A,9,10
23175,9,345
90184C,9,4
23072,9,12
23630,9,0
90205A,9,4
84875B,9,25
85032C,10,86
22866,10,1088
22791,10,590
23270,10,-2674
16254,10,15
22610,10,1440
84880,10,5
20769,10,3
90183B,10,3
S,10,-3
90013A,10,-8
90202D,10,-6
23480,10,523
84360,10,3
84952A,10,6
20997,10,2
84997D,11,705
21263,11,47
23419,11,103
22575,11,16
84535B,11,166
22650,11,153
23163,11,70
10124A,11,4
23055,11,-396
47469,11,121
72801G,9,1
22593,9,319
22601,9,888
22563,9,259
21217,9,56
20755,9,28
21367,9,13
22903,9,10
17012F,9,34
23283,9,174
90194,10,5
22558,10,526
85152,10,1317
22139,10,569
22715,10,48
21026,10,21
22068,10,76
22478,10,41
21426,10,30
85014b,10,3
79063C,10,20
23135,10,5
22280,10,11
90030B,10,12
22447,10,2
90024F,10,1
79341,10,-905
21621,11,114
23330,11,670
21264,11,113
23484,11,50
21981,11,245
21289,11,22
23122,11,197
84032B,11,160
21844,11,112
22341,10,14
21846,10,5
23079,9,39
21314,9,482
22418,9,578
22628,9,62
21481,9,336
85114A,9,140
22136,9,6
22918,9,32
21354,9,34
23381,9,955
84247E,9,19
22649,9,28
20686,9,-64
22825,9,2
22669,9,130
16225,9,12
23107,9,70
85014a,9,1
20769,9,15
23610,9,2
85177,9,25
23427,10,123
23472,10,32
22197,10,5865
22131,10,254
23071,10,197
22464,10,241
84997A,10,117
21882,10,19
22100,10,80
90057,10,-308
23070,10,27
85023B,10,18
85169D,10,3
21157,10,3
23230,11,900
23206,11,1266
22961,11,1575
22409,11,3
21381,11,86
20972,11,1004
22380,11,92
22285,11,21
22579,10,1707
21625,11,42
22204,8,12
23432,8,12
21789,9,147
21930,9,1181
22747,9,57
22746,9,76
23239,9,91
23229,9,292
47593B,9,28
85034B,9,15
23219,9,114
21003,9,16
20775,9,9
84674,9,4
23396,10,226
23367,10,1161
22044,10,444
84510A,10,90
23340,10,801
22589,10,86
22829,10,13
22956,10,85
85114c,10,12
22032,10,36
84817,10,14
90202A,10,-6
20757,10,13
85019A,10,49
22952,11,4356
22557,11,602
72817,11,410
20685,11,315
35646,11,129
22376,11,28
23325,8,84
84509b,8,1
22993,9,1322
22429,9,89
22786,9,7
22975,9,35
23393,9,295
48188,9,191
84818,9,230
90201A,9,27
37468,9,38
23646,9,1
79163,9,34
85186C,9,2
84510c,9,1
22728,10,1056
23337,10,39
22449,10,-66
22118,10,25
21844,10,332
16008,10,342
20866,10,70
21564,10,7
85039a,10,1
22513,10,13
23637,10,4
21383,10,4
23462,10,10
21189,10,6
47591D,11,700
21991,11,126
84559B,11,1
23515,11,99
84508C,11,19
22531,11,449
21251,9,16
22432,11,61
47351B,8,4
90096,8,2
22306,8,14
46000R,8,10
22383,9,994
23247,9,371
21927,9,81
21096,9,47
84031A,9,35
21377,9,3
22220,9,12
85178,9,199
22282,9,10
22108,9,11
22069,9,22
16207B,9,-4
84078A,9,7
84609,9,14
84352,9,3
84798A,9,7
23082,10,348
21974,10,181
22531,10,239
23019,10,15
21705,10,94
90214G,10,1
22577,11,5003
23200,11,717
21166,11,1332
21990,11,334
23191,11,274
22619,11,421
23189,11,183
22923,11,-33
23212,11,532
90141C,11,4
20777,11,56
21368,11,10
22517,11,13
79406,11,24
22711,11,150
23646,11,6
22797,11,16
20755,11,87
23041,8,6
20665,9,31
47422,9,136
22654,9,90
85087,9,37
21987,9,165
21181,9,2536
72802A,9,13
23398,9,251
44092B,9,3
22262,9,15
22436,9,171
16156L,9,50
84706F,9,6
20759,9,2
85049B,9,1
78034B,10,1
23408,10,63
22946,10,118
21578,10,24
22211,10,104
15036,10,1255
23357,10,93
23533,10,180
23272,10,88
22545,10,247
21864,10,86
22292,10,3
22438,10,13
23116,10,52
21807,10,61
17129F,10,35
22827,10,4
20659,10,5
23557,10,323
23583,10,682
75049L,11,834
85048,11,642
22758,11,111
22331,11,146
72351A,11,41
72800B,11,47
22214,8,14
21615,8,6
72130,8,14
22568,9,233
22352,9,391
21901,9,181
22696,9,156
22115,9,221
22307,9,156
22079,9,91
85034C,9,1
22704,9,425
21793,9,14
35818B,9,6
23116,9,1
84535B,10,295
22133,10,124
22892,10,349
90164B,10,-5
22820,10,49
85014a,10,3
23275,11,1513
22345,11,18
21905,11,110
79144B,11,15
21739,11,70
85199S,11,922
23476,11,167
20615,11,75
23093,11,55
20772,11,105
22540,9,45
22095,9,145
23017,9,16
23076,9,723
85049A,9,380
22215,9,46
22150,9,272
22841,9,74
16254,9,1
23324,9,155
22514,9,3
84951B,9,6
22040,9,25
90214C,9,1
82494L,10,520
21121,10,706
22375,10,36
79302M,10,51
21401,10,91
22942,10,157
21015,10,430
85135C,10,-39
22880,10,3
22953,10,16
90058B,10,216
23077,11,2522
23267,11,382
23166,11,659
22996,11,586
90186B,11,13
90169,11,1
47471,11,34
22785,9,5
21533,11,64
20668,11,4401
21260,11,56
35597D,8,24
90027A,8,1
23202,9,1391
85053,9,246
84559B,9,6
22305,9,8
20971,9,610
16161P,9,475
79149B,9,2
17084A,9,25
84993A,9,41
90208,9,6
21943,9,2
22109,10,162
23470,10,147
21744,10,162
84347,10,2010
23438,10,825
15044D,10,78
21204,10,30
47594B,10,6
90201B,10,2
23154,10,109
21750,10,3
90014A,10,-10
21555,10,15
21640,10,178
21707,10,7
23446,10,13
72225C,10,48
72780,10,18
22586,11,71
23544,11,13
22096,11,166
22800,11,87
90161C,11,21
90206A,11,2
21245,11,44
23228,11,307
23320,9,602
22665,9,122
23174,9,339
20777,9,17
20983,9,371
22802,9,3
22261,9,5
22252,9,34
90205C,9,4
20658,9,8
22776,10,91
22865,10,1627
22152,10,353
21181,10,1940
21098,10,594
22324,10,33
37479P,10,-164
23315,10,25
23604,10,4
21424,10,1
21164,10,73
47594A,10,6
85180B,10,12
84509a,10,7
21634,10,48
23531,11,310
22766,11,276
21644,11,45
22546,11,323
85015,11,350
21833,11,378
22939,11,58
23026,11,63
23315,11,43
23125,9,23
20617,10,4
21819,8,6
84846A,8,3
35443,8,1
85023B,8,0
23200,9,1086
82580,9,734
22935,9,8
21463,9,86
22602,9,286
37500,9,44
23094,9,7
90214A,9,6
21746,9,19
20657,9,5
47420,9,42
21379,9,1
35916B,9,1
23271,10,551
21802,10,572
21620,10,110
15058A,10,3
21739,10,44
21822,10,80
20768,10,10
21117,10,13
21678,10,7
22642,10,70
84509G,10,10
22051,10,75
84884a,10,1
21466,11,28
79160,11,21
22895,11,164
21306,11,109
23028,11,1
84596F,11,461
22745,11,249
22509,11,13
20675,9,259
22640,8,1
22761,8,1
85099B,9,4267
22801,9,30
22718,9,206
22026,9,156
72816,9,235
23574,9,5
22589,9,60
22393,9,10
23370,9,173
21089,9,-7
84360,9,5
47559B,10,176
82580,10,335
82583,10,1175
21086,10,321
23422,10,84
23018,10,2
21495,10,675
22123,10,57
84952B,10,5
90169,10,-5
35637A,10,9
22857,10,12
22938,11,386
22197,11,12159
22361,11,72
84029E,11,1265
23242,11,143
23420,11,35
23219,11,160
22384,11,912
21888,11,251
71038,11,7
79157V,11,2
23304,11,39
23179,11,50
23133,10,300
21206,8,71
22700,8,1
22956,9,147
20676,9,217
23433,9,642
22962,9,168
22608,9,456
90200E,9,2
21216,9,200
22331,9,164
79191C,9,87
21896,9,8
23515,9,61
22910,10,1645
21588,10,124
23196,10,465
21730,10,15
18097C,10,15
90200D,10,34
23414,11,40
22811,11,195
21429,11,320
22670,11,154
22093,11,288
21812,11,134
23461,11,85
72351B,11,75
72811,11,18
85131D,11,31
72807B,11,-830
79191C,11,174
22628,11,51
90118,11,7
90175A,11,3
23456,11,74
20831,8,61
21250,8,1
84030e,8,1
90201B,8,1
23144,9,610
23240,9,667
23199,9,1368
22245,9,-36
85230E,9,48
22964,9,251
85202,9,17
21279,9,14
21845,9,174
85025B,9,5
90134,9,1
21258,10,56
23301,10,1030
15034,10,591
22417,10,740
22766,10,202
23169,10,310
22747,10,109
20702,10,7
23015,10,4
22687,10,2
22987,10,2
90166,10,5
22109,11,243
85231B,11,123
22682,11,68
21210,11,867
90133,11,12
23150,11,26
21722,9,2
17012B,8,37
85169D,8,2
17021,8,37
22307,8,24
21761,8,1
21476,8,2
90082B,8,3
23439,8,13
90140,8,1
22771,9,557
23163,9,321
22729,9,274
22154,9,398
22529,9,35
22280,9,10
22152,9,176
72128,9,4
20782,9,5
23344,10,2273
22775,10,341
21391,10,15
23129,10,293
20682,10,135
22877,10,1
21817,10,500
20735,10,8
22607,10,15
21441,10,16
84086C,10,1
22768,11,92
23348,11,154
23371,11,848
82552,11,470
47599A,11,26
21395,11,8
90191,11,6
22215,11,11
23516,11,35
21129,8,3
85194S,8,48
47599B,9,31
23155,9,96
23359,9,290
22465,9,258
22997,9,344
22909,9,2169
21494,9,138
16169E,9,900
82616B,9,42
21196,9,12
22270,9,20
23629,9,4
22884,9,3
23332,10,471
22335,10,178
22998,10,1479
22841,10,29
22620,10,478
22947,10,158
23229,10,242
23177,10,127
23542,10,211
21506,10,820
85025B,10,74
51008,10,25
23036,10,60
22081,10,109
22523,10,25
84828,10,29
21096,10,4
90214F,10,1
22845,11,60
23245,11,761
22744,11,78
84380,11,481
85175,11,518
22173,11,255
82616B,11,86
23210,11,918
22925,11,1
23691,11,875
22187,11,564
21537,11,51
21265,11,16
22066,10,180
23644,10,2
20831,11,12
22284,8,7
15030,8,2
22616,9,1600
23294,9,947
21523,9,465
22791,9,949
22595,9,694
23198,9,484
23009,9,28
23237,9,167
47591D,9,232
21989,9,170
23337,9,27
90191,9,1
21846,9,6
22260,9,7
22496,9,18
22075,9,245
90161D,9,8
21647,9,26
23328,10,526
21407,10,-2
21918,10,376
21902,10,91
23368,10,1100
23266,10,606
35961,10,172
85230B,10,168
17091J,10,207
22489,10,999
22129,10,81
85131C,10,17
23093,10,53
20977,10,73
22743,10,75
23501,10,836
22389,10,18
22587,11,208
85123A,11,4648
47503A,11,507
72802C,11,-63
22121,11,130
85124B,11,7
23491,11,131
85203,11,52
21248,11,37
23107,11,13
20617,9,2
20618,9,2
22600,10,443
23411,11,33
23099,9,27
22561,9,682
22507,9,541
22762,9,11
22627,9,130
23341,9,85
20700,9,-102
22144,9,560
23103,9,453
22149,9,570
22403,9,121
22758,9,36
BANK CHARGES,9,2
20931,9,16
21189,9,5
22934,9,7
23509,9,119
22249,9,1
23395,10,238
23061,10,46
23414,10,39
22662,10,316
22645,10,135
23047,10,14
22149,10,1112
21829,10,975
21682,10,46
82001s,10,36
81952V,10,9
85093,10,32
23224,10,176
23075,10,28
20760,10,13
21709,10,10
23702,10,101
21154,11,429
22921,11,73
23162,11,149
85049E,11,421
21211,11,44
10124G,11,4
85230G,11,48
21845,11,108
90018C,8,2
90190B,8,1
22684,9,25
90184B,9,7
21246,9,-1
90206A,9,3
46776A,9,39
23140,9,2
22153,9,485
22643,9,1
84912A,9,13
23508,9,198
84707A,9,1
22703,10,34
46000M,10,189
21907,10,108
22082,10,268
82600,10,-454
21039,10,54
23066,10,6
90195B,10,1
90180A,10,-26
22028,10,172
90214N,10,1
84968D,10,4
23566,10,383
16207A,10,6
22666,11,1200
22041,11,644
84843,11,28
22692,11,78
22219,11,132
22653,11,325
22979,11,376
21618,11,100
22955,11,271
90129F,9,6
72225C,8,24
22416,8,15
22867,9,1348
C2,9,18
22244,9,130
23379,9,288
22350,9,80
84968A,9,16
20760,9,9
22641,9,2
21070,10,270
23439,10,850
23000,10,435
23415,10,76
23087,10,86
21871,10,217
84997d,10,33
22711,10,375
21351,10,9
23661,10,97
21847,10,1
16169M,10,25
22465,11,310
21901,11,130
23554,11,40
22792,11,807
23380,11,506
22322,11,6
90138,11,1
21418,9,3
23028,9,320
21430,9,239
23550,9,375
23008,9,50
72807A,9,18
72818,9,431
90214K,9,3
85036A,9,14
84673A,9,1
22478,9,102
22321,9,97
22276,9,20
22284,9,42
21713,9,24
23394,10,99
90051,10,3
21484,10,232
23192,10,594
22083,10,304
85129D,10,4
22433,10,17
21934,10,200
22870,10,4
22229,10,86
21738,10,6
21088,10,4
35912B,10,73
85170C,10,9
71053,11,144
22023,11,129
22734,11,1198
20717,11,234
22675,11,43
22378,11,88
23083,11,719
84596G,11,140
20829,11,153
84912B,11,29
85230B,11,312
22874,8,2
84997d,8,11
82551,9,398
17038,9,200
84032A,9,87
23153,9,22
23242,9,374
85172,9,16
22355,10,1469
22536,10,276
21733,10,449
21034,10,231
23265,10,476
22834,10,180
23508,10,1798
22686,10,208
84944,10,-6
90200E,10,26
23088,10,74
90198A,10,5
20622,10,1
15044A,10,3
23351,11,1380
23567,11,123
22913,11,8
23197,11,317
22186,11,286
22716,11,110
22869,11,3
21671,11,392
21382,11,62
22702,11,6
84997a,10,9
22092,8,80
22580,8,37
22164,8,5
23203,9,2739
21078,9,129
22424,9,97
23092,9,208
23204,9,464
84987,9,149
21035,9,117
22302,9,119
22499,9,28
21980,9,671
21465,9,18
23434,9,478
85035C,10,327
23535,10,599
23081,10,102
23115,10,78
46776C,10,15
22246,10,32
21616,10,143
23564,10,394
22261,10,8
85114b,10,1
72801c,10,3
23312,11,428
22890,11,54
23505,11,546
23082,11,535
85174,11,133
22970,11,320
47480,11,37
90059D,11,3
22651,11,136
21884,11,28
82484,10,290
23208,10,593
23338,10,39
21264,8,12
90132,8,1
85048,9,316
37327,9,19
23301,9,1037
22941,9,657
22739,9,237
23620,9,2
22838,9,70
84051,9,138
22130,9,258
21749,9,6
85071A,9,159
85111,9,204
90011B,9,6
21531,9,63
21033,9,1
85024B,9,2
23269,9,69
22828,9,1
21468,10,4
23083,10,361
72741,10,653
22326,10,901
20978,10,354
84609,10,22
90176E,10,1
23479,10,28
21911,10,1
72232,10,146
21061,10,3
46776b,10,1
23130,11,260
21220,11,48
23008,11,36
22712,11,399
23390,11,109
22175,11,293
23177,11,601
22911,11,112
22485,11,57
21774,11,59
21972,11,55
85032A,11,105
20846,11,90
84997a,9,20
23400,11,37
22931,8,10
22592,8,23
21277,8,1
21841,8,1
47599A,9,209
22711,9,225
22617,9,135
22098,9,233
72760B,9,17
22107,9,56
84970s,9,34
21446,9,92
22722,9,1105
46776D,9,15
72133,9,8
35637A,9,42
17084J,9,25
72801D,9,16
21366,9,1
23115,9,2
23263,10,910
22792,10,223
22085,10,18
23505,10,433
10120,10,10
22826,10,4
21408,10,23
22547,10,9
20967,10,2
23646,10,1
23581,11,3072
22636,11,85
23296,11,956
23501,11,502
22741,11,692
21155,11,242
20961,11,252
47481,11,8
10080,11,113
22375,11,36
21288,11,22
22176,8,40
21379,8,2
20977,9,30
22549,9,277
22932,9,20
22557,9,448
23166,9,343
84581,9,14
90200B,9,6
22584,9,298
22623,9,132
21402,9,152
22615,9,248
23022,9,48
90019A,9,4
90170,9,13
22744,10,41
21530,10,47
21794,10,83
22331,10,258
22810,10,199
23184,10,65
22594,10,301
22904,10,326
22428,10,26
20771,10,6
21369,10,1
23180,10,5
22909,11,2396
85099C,11,1474
22986,11,400
22606,11,3
22544,11,484
85177,11,34
84625A,8,25
16054,8,74
20869,8,8
23342,9,134
82581,9,276
21617,9,14
22573,9,794
22357,9,12
22377,9,64
22380,9,65
72817,9,211
23444,9,6
21117,9,12
35607B,9,1
21383,9,6
20868,9,21
22158,10,703
21990,10,252
22617,10,194
22980,10,141
22750,10,298
22748,10,230
22683,10,77
22928,10,40
21972,10,14
22069,10,41
22135,10,43
23313,11,1254
23368,11,904
23127,11,146
21843,11,162
22588,11,129
85208,11,2
20886,11,5
22710,11,275
22846,11,68
22223,11,9
21531,11,108
21841,11,17
20935,11,5
22503,8,4
21870,8,2
35968,8,12
90202D,8,1
23225,9,180
22580,9,208
21790,9,2350
20992,9,557
21698,9,50
22246,9,2
84580,9,20
16236,9,95
85176,9,154
23249,9,103
21166,9,2073
21368,9,19
22664,9,37
23412,9,193
22283,9,13
85039B,9,32
84341B,9,290
21030,9,1
22283,10,27
23145,10,398
47590A,10,146
22906,10,139
85071B,10,156
84926F,10,29
22736,10,321
22745,10,214
22644,10,31
23537,10,52
20775,10,31
23500,10,674
21680,10,75
21710,10,14
90054,10,1
79063D,10,1
22148,10,4
84247K,10,1
90124A,10,3
46776a,10,5
85150,11,355
22120,11,72
22943,11,151
21666,11,83
90028,11,1
22642,11,37
22659,11,953
21592,11,468
90179A,11,3
47578A,11,58
84884A,11,10
23178,11,32
22784,10,31
23102,11,150
84658,11,2
21725,11,15
22587,8,27
85114C,8,17
46118,8,15
22987,8,25
90003B,8,1
82578,9,169
84012,9,154
21564,9,25
85049F,9,30
22953,9,39
23070,9,25
23150,9,15
22317,9,8
22757,9,42
21106,9,9
23274,9,336
21448,9,6
35598B,9,318
90025D,9,1
23431,10,233
23503,10,1401
22567,10,210
21261,10,31
22366,10,74
22029,10,825
20696,10,12
22981,10,32
22592,10,129
22693,10,856
21624,10,21
84706F,10,4
37449,10,70
23179,10,8
16168M,10,47
22394,10,7
23478,10,205
84661A,10,6
84766,10,2
POST,11,1231
37449,11,40
23333,11,842
22382,11,1446
22199,11,35
17091J,11,182
22600,11,457
23079,11,51
22975,11,96
22668,11,76
22164,11,37
21194,11,53
21219,11,60
22952,9,3711
23087,9,279
22763,9,15
22599,9,211
22585,9,457
84806B,9,11
23264,9,270
22359,9,17
21263,9,36
46000R,9,10
22587,10,96
23339,10,29
22851,10,167
15056BL,10,549
20969,10,402
20675,10,198
21162,10,371
22671,10,47
21025,10,3
22583,10,32
22037,11,322
22112,11,1507
22906,11,236
23190,11,171
22279,11,148
22372,11,49
21108,11,2345
23346,11,282
21705,11,141
20982,11,674
22637,11,125
22117,11,12
23033,10,86
85106,8,-28
21591,8,8
47348A,8,12
90001B,8,2
79066k,8,6
21326,9,1627
22950,9,2346
22189,9,525
21125,9,85
22562,9,252
21823,9,590
22199,9,43
10080,9,60
21794,9,37
21818,9,310
22165,9,15
84821,9,12
90024D,9,1
21380,10,247
22654,10,89
21932,10,100
72817,10,396
22746,10,159
22984,10,96
22651,10,287
84744,10,2
20676,10,226
84551,10,12
79066K,10,23
23039,10,48
47566b,10,8
90160C,10,1
22039,10,25
23530,11,329
23223,11,227
22230,11,72
22424,11,70
23460,11,46
22155,11,799
23090,11,556
23433,11,216
22826,11,16
84951A,11,57
22634,11,109
46776B,11,34
85040A,11,126
84984D,10,2
23222,8,24
22535,9,392
84949,9,305
21155,9,212
23349,9,640
85014A,9,136
22982,9,58
22626,9,23
22973,9,37
21115,9,13
22505,9,98
84968C,9,4
23380,9,1130
22306,9,236
22780,9,108
21844,9,66
23091,10,42
22652,10,798
21731,10,943
22402,10,255
22950,10,942
23060,10,25
CRUK,10,-5
23523,10,285
85178,10,267
21126,10,41
21158,10,357
22713,10,623
16016,10,40
37476,10,1
23454,10,40
22069,11,75
22560,11,1307
23381,11,153
22195,11,294
23422,11,49
85078,11,8
21003,11,12
CRUK,8,-1
72741,9,620
23438,9,429
21027,9,9
22650,9,63
23207,9,510
90018A,9,5
23346,9,636
16235,9,93
22230,9,6
20838,9,73
21933,9,95
22915,9,91
22118,9,31
20893,9,4
22046,9,200
21355,9,5
85124B,9,3
85203,9,46
23410,9,17
22985,9,200
35819B,9,65
40046A,9,6
90165B,9,1
23650,9,1
23351,10,1047
23412,10,137
85014A,10,171
35914,10,12
47591D,10,299
23494,10,238
23274,10,378
22278,10,39
72349b,10,10
48184,10,93
16156S,10,900
23054,10,7
85211,10,4
84926A,10,4
21317,10,7
21375,10,1
21196,10,1
21644,10,4
22322,10,12
22882,10,1
21733,11,1548
21485,11,774
23273,11,195
21189,11,105
21803,11,602
22771,11,585
22611,8,4
22258,8,1
22464,9,254
20669,9,34
15044D,9,101
21905,9,83
21773,9,20
20723,10,656
21534,10,34
23293,10,932
35967,10,121
84509A,10,76
21212,10,2023
22208,10,112
71279,10,18
22189,10,589
22077,10,1212
21539,10,-23
22430,10,30
21058,10,50
23522,10,274
21210,10,415
23520,10,102
22267,10,172
21194,10,52
72598,10,101
90141E,10,2
21291,10,16
84031a,10,1
84031b,10,1
21258,11,86
35471D,11,720
23339,11,51
22959,11,1525
21372,11,11
23280,11,212
21874,11,661
21251,10,7
16014,8,2065
20868,8,7
90158,8,2
22877,8,3
16011,9,48
22469,9,1906
21993,9,204
21982,9,402
22367,9,363
85183A,9,54
23317,9,24
22038,9,50
22779,9,105
23139,9,4
21576,9,8
22702,9,6
90108,9,12
21055,9,1
DCGSSBOY,9,2
84849D,10,114
23418,10,197
22960,10,624
35971,10,37
22846,10,40
85088,10,75
20665,10,27
21619,10,99
22797,10,13
35004G,10,7
23481,10,66
23571,10,364
21791,11,1509
22725,11,258
23378,11,1444
21918,11,425
22045,11,875
23395,11,239
22167,11,21
22074,11,79
90205A,11,4
22999,11,260
22438,11,44
21415,11,15
23482,11,127
23049,10,22
21696,11,14
84976,11,12
85177,8,19
23100,8,99
21293,8,20
23040,8,2
21191,8,3
22743,9,46
22251,9,2
22116,9,97
37489C,9,8
84859A,9,9
85035C,9,4
90122C,9,2
23644,9,1
22320,10,41
22310,10,39
23335,10,57
22758,10,41
23149,10,5
23484,10,115
22221,10,9
85175,10,324
23237,10,82
22670,10,127
23040,10,138
90214I,10,1
20869,10,26
84927F,10,6
90214C,10,1
21761,10,-2
90081A,10,1
23503,11,1268
85159B,11,48
46000S,11,130
22363,11,5
22193,11,116
84510C,11,8
23080,11,303
22757,11,88
21206,11,17
16258A,11,37
21221,11,11
82613B,11,9
85130D,11,3
23356,8,37
21722,8,6
84907,8,3
22545,9,76
23231,9,874
72807C,9,38
22880,9,6
22670,9,167
23086,9,294
84876B,9,59
85169D,9,24
85129C,9,1
90040C,9,3
23322,10,546
22633,10,1435
23329,10,392
84836,10,911
21754,10,157
15060B,10,22
21494,10,548
21213,10,1359
23043,10,21
21508,10,197
23170,10,792
35964,10,305
22142,10,1215
85199S,10,381
22894,10,18
23065,10,11
22949,10,53
84509c,10,4
82613A,10,1
22358,11,63
22457,11,803
20676,11,454
23115,11,63
84509A,11,74
22798,11,154
23286,11,187
20751,11,23
22306,11,411
85049G,11,84
21726,10,7
21481,11,538
21662,8,3
72817,8,14
20697,9,5
20765,9,5
20733,9,47
21090,9,164
21508,9,111
22354,9,36
22072,9,15
22897,9,83
85054,9,12
23071,9,10
47586A,9,2
20869,9,20
23183,10,22
35972,10,21
23529,10,470
22685,10,26
22977,10,35
48188,10,109
22881,10,2
22162,10,4
82613C,10,5
90108,10,-9
23495,10,5
22924,11,-31
21878,11,41
22591,11,169
85025B,11,71
23451,11,162
23400,10,308
23435,11,189
20848,8,3
23293,9,1940
22493,9,103
22093,9,191
85062,9,30
47574A,9,64
20748,9,5
16048,9,145
20659,9,15
21743,9,2
90114,9,4
84665,9,8
85174,9,7
90201D,9,27
23502,9,99
23094,10,25
23014,10,211
23343,10,153
22816,10,885
85231G,10,-78
23292,10,273
22491,10,223
